PostId,OpenStatus
3756,open
3760,open
3765,open
3766,not a real question
3767,open
3771,open
3775,open
3776,off topic
3778,open
3779,not constructive
3780,not constructive
3783,not constructive
3785,open
3786,open
3788,open
3789,open
3790,open
3793,not constructive
3795,not a real question
3796,open
3800,open
3801,not constructive
3805,open
3806,open
3807,not constructive
3811,open
3813,off topic
3814,open
3822,not a real question
3823,open
3824,open
3825,open
3828,not a real question
3830,not a real question
3831,not a real question
3837,off topic
3841,open
3842,off topic
3844,open
3847,open
3853,not a real question
3855,not a real question
3863,open
3865,open
3866,not a real question
3867,open
3872,not constructive
3874,not a real question
3875,not a real question
3877,off topic
3886,open
3894,not constructive
3897,open
3898,not a real question
3904,off topic
3907,not a real question
3908,open
3912,open
3914,not a real question
3917,not a real question
3918,not a real question
3919,open
3922,off topic
3923,off topic
3924,not a real question
3927,not constructive
3928,not a real question
3930,open
3933,off topic
3935,off topic
3936,not a real question
3938,open
3945,not a real question
3947,open
3948,not a real question
3955,open
3958,open
3961,not a real question
3963,open
3968,not constructive
3970,open
3971,open
3972,open
3978,open
3985,open
4002,open
4003,not a real question
4005,not a real question
4007,not a real question
4010,open
4011,not constructive
4017,open
4019,open
4022,open
4023,open
4028,not a real question
4030,open
4031,not a real question
4034,not a real question
4040,not a real question
4043,open
4046,not constructive
4049,open
4052,open
4053,off topic
4054,off topic
4055,open
4057,open
4060,open
4064,not a real question
4065,open
4066,not a real question
4067,not a real question
4075,open
4076,not a real question
4078,open
4080,off topic
4081,open
4082,open
4084,open
4091,open
4094,open
4096,not constructive
4098,open
4099,open
4100,off topic
4102,open
4106,not constructive
4114,open
4116,not a real question
4117,open
4122,not a real question
4126,open
4129,open
4130,open
4131,open
4133,not constructive
4135,not a real question
4136,open
4137,open
4138,not a real question
4145,open
4147,not a real question
4150,open
4153,not a real question
4157,open
4160,open
4162,open
4164,off topic
4169,open
4170,not constructive
4171,not a real question
4174,not a real question
4178,off topic
4182,not a real question
4183,open
4184,not a real question
4187,open
4190,open
4198,open
4200,not a real question
4203,open
4206,open
4207,open
4209,not constructive
4211,not a real question
4213,open
4215,open
4216,open
4217,open
4220,not a real question
4221,open
4224,open
4230,off topic
4234,not constructive
4237,open
4241,off topic
4247,open
4249,open
4250,open
4252,open
4255,off topic
4261,open
4264,not a real question
4268,open
4272,open
4275,open
4276,open
4278,off topic
4279,open
4282,not constructive
4287,off topic
4288,not a real question
4289,open
4294,off topic
4295,open
4296,not a real question
4298,off topic
4299,open
4300,open
4307,off topic
4308,open
4312,open
4314,open
4315,not a real question
4320,open
4322,open
4324,open
4325,off topic
4327,open
4328,open
4330,not a real question
4337,open
4341,not a real question
4342,open
4345,not a real question
4348,not a real question
4350,open
4353,off topic
4354,open
4355,open
4357,not a real question
4362,not a real question
4363,open
4365,not a real question
4366,not a real question
4367,not a real question
4369,not a real question
4373,off topic
4374,not a real question
4375,not a real question
4381,not a real question
4382,not constructive
4383,open
4384,open
4389,off topic
4393,open
4395,not a real question
4401,not constructive
4403,open
4409,not constructive
4413,not a real question
4416,not a real question
4417,not constructive
4420,open
4423,open
4424,not constructive
4429,off topic
4433,not a real question
4434,not a real question
4436,not constructive
4438,open
4447,not a real question
4450,open
4451,open
4453,open
4454,not a real question
4455,not a real question
4456,open
4457,not constructive
4461,open
4462,open
4465,not a real question
4467,open
4468,not a real question
4472,off topic
4473,not a real question
4481,open
4482,not constructive
4483,open
4486,open
4487,not a real question
4489,open
4490,open
4491,off topic
4497,open
4498,not a real question
4500,off topic
4501,not a real question
4507,open
4508,open
4513,off topic
4515,not a real question
4517,off topic
4518,open
4519,not a real question
4520,open
4527,open
4529,not a real question
4530,open
4531,open
4532,open
4533,open
4538,open
4539,open
4540,off topic
4541,open
4543,open
4544,open
4547,not a real question
4548,not constructive
4551,not a real question
4554,off topic
4556,not a real question
4558,not constructive
4560,open
4563,not a real question
4567,not a real question
4569,not constructive
4571,open
4572,open
4576,not constructive
4577,not a real question
4579,not a real question
4580,open
4583,not a real question
4588,open
4591,not a real question
4595,not a real question
4596,open
4598,open
4600,not a real question
4606,open
4608,not a real question
4610,not a real question
4613,open
4620,open
4622,open
4628,off topic
4630,open
4636,open
4638,not a real question
4641,open
4647,off topic
4654,off topic
4656,open
4660,not a real question
4662,open
4663,open
4668,open
4672,open
4673,open
4678,open
4679,not a real question
4683,not a real question
4687,open
4688,open
4691,off topic
4696,not a real question
4697,open
4701,not constructive
4702,not a real question
4703,open
4704,not constructive
4706,open
4708,open
4709,off topic
4713,open
4717,open
4719,not a real question
4724,open
4727,open
4732,not a real question
4739,open
4741,open
4748,open
4749,open
4751,open
4755,not a real question
4756,open
4757,open
4759,open
4760,open
4762,not a real question
4763,not a real question
4767,open
4768,not constructive
4769,not a real question
4770,open
4777,open
4778,not a real question
4780,not a real question
4781,not a real question
4782,not constructive
4783,open
4786,not constructive
4787,open
4790,open
4793,off topic
4799,open
4806,open
4810,open
4813,not a real question
4815,open
4818,off topic
4819,open
4821,not constructive
4828,not a real question
4829,not a real question
4832,open
4834,open
4840,open
4848,not a real question
4851,not a real question
4852,open
4853,open
4857,open
4861,off topic
4862,open
4865,not a real question
4867,open
4868,open
4872,open
4873,open
4875,open
4879,open
4880,open
4881,open
4884,open
4886,open
4890,not a real question
4897,open
4901,open
4904,off topic
4905,open
4908,open
4911,open
4915,not constructive
4918,open
4919,off topic
4921,open
4924,open
4925,open
4926,open
4932,not a real question
4935,open
4936,not a real question
4938,open
4940,not a real question
4945,open
4946,not a real question
4949,off topic
4951,off topic
4955,open
4957,not constructive
4960,open
4963,open
4964,not a real question
4965,open
4969,open
4970,open
4972,not a real question
4978,open
4979,open
4982,open
4983,off topic
4987,not a real question
4992,not a real question
4993,open
4994,open
4995,open
4997,open
4998,open
4999,not a real question
5000,open
5004,open
5005,open
5006,open
5008,open
5015,open
5016,open
5018,open
5019,not a real question
5020,not a real question
5021,not a real question
5023,not a real question
5026,open
5027,not a real question
5033,open
5039,not a real question
5042,not constructive
5044,not constructive
5046,not constructive
5048,open
5049,not a real question
5050,not constructive
5053,open
5059,open
5060,open
5064,open
5066,not a real question
5069,not a real question
5070,open
5072,open
5073,open
5074,open
5075,open
5079,open
5081,not a real question
5085,not a real question
5086,open
5087,open
5089,open
5090,open
5091,open
5096,not a real question
5101,not a real question
5107,open
5108,open
5109,not a real question
5110,open
5114,not constructive
5115,open
5116,open
5117,off topic
5120,not a real question
5123,open
5124,open
5126,open
5127,open
5131,open
5133,open
5134,not constructive
5140,not a real question
5141,open
5145,open
5146,open
5149,open
5150,open
5152,not a real question
5157,open
5158,open
5160,open
5161,open
5173,not a real question
5174,off topic
5178,not a real question
5180,open
5183,not constructive
5184,open
5186,not constructive
5187,open
5188,not constructive
5189,open
5192,not a real question
5193,open
5198,open
5202,not constructive
5208,not a real question
5213,open
5220,off topic
5221,open
5225,open
5227,not a real question
5232,open
5233,off topic
5234,not a real question
5237,open
5243,not a real question
5245,open
5246,not a real question
5247,open
5249,open
5251,open
5253,off topic
5256,not a real question
5257,not constructive
5258,not constructive
5263,off topic
5264,not a real question
5265,not a real question
5270,open
5275,open
5276,not constructive
5278,not a real question
5288,not a real question
5290,not a real question
5292,open
5293,open
5295,not a real question
5298,off topic
5303,open
5305,open
5307,open
5308,off topic
5309,not constructive
5312,open
5315,open
5316,not a real question
5317,not a real question
5319,open
5322,open
5323,open
5326,open
5327,open
5332,open
5333,not a real question
5335,open
5343,not a real question
5348,open
5353,open
5354,open
5357,open
5360,open
5361,not a real question
5362,open
5366,open
5367,not a real question
5368,off topic
5369,open
5371,open
5373,not a real question
5374,open
5376,open
5377,open
5378,open
5379,not a real question
5380,open
5383,open
5384,open
5386,open
5390,open
5392,off topic
5395,off topic
5398,not a real question
5402,open
5406,not a real question
5407,off topic
5408,open
5409,open
5412,off topic
5413,open
5417,open
5418,open
5422,not a real question
5431,not a real question
5434,not a real question
5438,open
5439,not a real question
5443,off topic
5445,open
5449,not a real question
5450,not a real question
5451,not a real question
5455,open
5456,off topic
5458,open
5470,open
5477,open
5478,open
5481,off topic
5483,not constructive
5485,open
5486,open
5489,not constructive
5491,open
5492,open
5493,open
5494,off topic
5495,open
5497,open
5498,not constructive
5500,not a real question
5501,not a real question
5504,open
5506,open
5507,open
5514,open
5516,open
5520,open
5521,not a real question
5524,open
5525,off topic
5528,open
5532,not a real question
5533,not a real question
5534,not a real question
5535,open
5536,off topic
5537,open
5539,open
5541,open
5542,open
5543,not constructive
5544,open
5547,open
5551,not a real question
5552,not constructive
5553,off topic
5554,open
5555,not a real question
5557,not constructive
5562,open
5563,open
5567,not a real question
5568,not a real question
5571,not a real question
5572,open
5574,open
5575,not a real question
5582,open
5585,open
5590,not a real question
5592,open
5595,open
5596,open
5597,not a real question
5600,open
5606,off topic
5609,not a real question
5614,open
5615,not a real question
5631,open
5635,not a real question
5637,not constructive
5638,not constructive
5646,open
5647,open
5649,open
5652,not a real question
5653,not a real question
5657,open
5658,open
5664,open
5666,open
5671,open
5678,not a real question
5682,not a real question
5688,open
5692,open
5693,not a real question
5694,not a real question
5698,open
5700,open
5704,open
5705,not a real question
5710,open
5712,open
5719,open
5720,off topic
5721,open
5723,not constructive
5726,open
5728,open
5729,not constructive
5730,open
5731,open
5733,open
5739,off topic
5741,open
5742,open
5744,not a real question
5746,off topic
5747,open
5749,open
5758,open
5763,not a real question
5769,open
5770,not constructive
5780,open
5782,open
5783,off topic
5786,not a real question
5787,not a real question
5790,not a real question
5794,open
5800,open
5801,open
5804,off topic
5808,not a real question
5820,open
5823,open
5825,open
5826,off topic
5827,off topic
5829,open
5835,open
5837,not a real question
5838,not a real question
5842,open
5843,open
5844,not constructive
5846,open
5853,open
5859,open
5863,not a real question
5868,open
5871,open
5872,open
5873,open
5874,open
5876,not a real question
5879,not a real question
5883,not a real question
5886,open
5887,open
5888,off topic
5889,not constructive
5891,not a real question
5898,open
5899,not a real question
5903,open
5904,open
5906,off topic
5911,open
5913,not a real question
5914,off topic
5917,not a real question
5918,open
5920,off topic
5922,not a real question
5932,off topic
5938,open
5943,not a real question
5945,open
5948,open
5954,open
5956,open
5959,not constructive
5962,off topic
5969,not a real question
5973,open
5984,off topic
5986,open
5989,not constructive
5990,open
5994,open
5995,open
5996,open
5997,open
6001,not constructive
6002,open
6003,open
6006,open
6013,open
6014,open
6015,open
6018,open
6020,not constructive
6024,open
6027,not a real question
6028,off topic
6029,open
6032,open
6037,open
6039,open
6043,not a real question
6048,not constructive
6049,off topic
6054,open
6055,open
6056,open
6061,not a real question
6065,open
6066,not a real question
6071,off topic
6074,off topic
6075,open
6076,off topic
6078,open
6080,open
6083,open
6084,open
6090,open
6093,not constructive
6098,not constructive
6105,open
6107,open
6108,open
6109,open
6110,open
6113,open
6114,open
6116,open
6117,open
6118,open
6121,open
6123,open
6126,not constructive
